
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      3   3   1 1           1 0 QSPI_CS_L           (261-42-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      4   4   1 2           2 0 QSPI_IO_1           (261-26-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      5   5   1 3           3 0 QSPI_IO_2           (261-29-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   1      6   6   1 7           7 0 QSPI_IO_3           (1182-15-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   2      1   1   2 9           9 0 GND                 (3-11-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   2      1   1   3 4           4 0 GND                 (3-11-13)
IC_SPI_FLASH_QUAD_128Mb          U14                              524   2      1   1   4 8           8 0 3P3V                (76-222-13)
IND_1P5UH_2A                     L1                               561   1      1   1   1 1           1 0 SW21                (293-67-13)
IND_1P5UH_2A                     L1                               561   1      2   2   1 2           2 0 U19_L1              (293-52-13)
IND_1P5UH_2A                     L2                               560   1      1   1   1 1           1 0 SW11                (1814-3-13)
IND_1P5UH_2A                     L2                               560   1      2   2   1 2           2 0 U19_L2              (293-63-13)
IND_1P5UH_2A                     L3                               562   1      1   1   1 1           1 0 SW12                (293-71-13)
IND_1P5UH_2A                     L3                               562   1      2   2   1 2           2 0 FB12                (293-50-13)
IND_1P5UH_2A                     L4                               563   1      1   1   1 1           1 0 SW22                (1814-4-13)
IND_1P5UH_2A                     L4                               563   1      2   2   1 2           2 0 FB22                (1814-1-13)
LED_0603_5MA_GRN                 CR3                              494   1      1   1   1 2           2 0 USER_LED            (1240-34-13)
LED_0603_5MA_GRN                 CR3                              494   1      2   2   1 1           1 0 CR3                 (1240-35-13)
LED_0603_5MA_GRN                 CR4                              497   1      1   1   1 2           2 0 CR4                 (1228-27-13)
LED_0603_5MA_GRN                 CR4                              497   1      2   2   1 1           1 0 GND                 (3-11-13)
LED_0603_5MA_GRN                 CR5                              496   1      1   1   1 2           2 0 CR5                 (1193-12-13)
LED_0603_5MA_GRN                 CR5                              496   1      2   2   1 1           1 0 GND                 (3-11-13)
LED_0603_5MA_GRN                 CR6                              495   1      1   1   1 2           2 0 DCDPG               (293-68-13)
LED_0603_5MA_GRN                 CR6                              495   1      2   2   1 1           1 0 GND                 (3-11-13)
LED_0603_5MA_RED                 CR1                              468   1      1   1   1 2           2 0 CR1                 (1193-8-13)
LED_0603_5MA_RED                 CR1                              468   1      2   2   1 1           1 0 P0_USB_FLAG         (293-30-13)
LED_0603_5MA_RED                 CR2                              467   1      1   1   1 2           2 0 1P8V                (3-14-13)
LED_0603_5MA_RED                 CR2                              467   1      2   2   1 1           1 0 CR2                 (76-102-13)
MIC2025_1_USB_SW                 U16                              538   1      1   1   1 2           2 0 P0_USB_FLAG         (293-30-13)
MIC2025_1_USB_SW                 U16                              538   1      2   2   1 1           1 0 P0_USB_CPEN         (293-46-13)
MIC2025_1_USB_SW                 U16                              538   1      3   3   1 4           4 0                     (0-0-0)
MIC2025_1_USB_SW                 U16                              538   1      4   4   1 5           5 0                     (0-0-0)
MIC2025_1_USB_SW                 U16                              538   2      1   1   2 8           8 0 P0_VBUS             (293-28-13)
MIC2025_1_USB_SW                 U16                              538   2      1   1   3 7           7 0 SYS_5P0V            (76-235-13)
MIC2025_1_USB_SW                 U16                              538   2      1   1   4 6           6 0 P0_VBUS             (293-28-13)
MIC2025_1_USB_SW                 U16                              538   2      1   1   5 3           3 0 GND                 (3-11-13)
NC7SZ125                         U7                               490   1      1   1   1 1           1 0 PS_POR_L            (76-263-13)
NC7SZ125                         U7                               490   1      2   2   1 2           2 0 U7_2                (76-246-13)
NC7SZ125                         U7                               490   1      3   3   1 3           3 0 GND                 (3-11-13)
NC7SZ125                         U7                               490   1      4   4   1 5           5 0 3P3V                (76-222-13)
NC7SZ125                         U7                               490   1      5   5   1 4           4 0 BOARD_RESET_L       (76-242-13)
NC7SZ125                         U8                               491   1      1   1   1 1           1 0 U8_1                (1214-5-13)
NC7SZ125                         U8                               491   1      2   2   1 2           2 0 5P0V                (293-54-13)
NC7SZ125                         U8                               491   1      3   3   1 3           3 0 GND                 (3-11-13)
NC7SZ125                         U8                               491   1      4   4   1 5           5 0 3P3V                (76-222-13)
NC7SZ125                         U8                               491   1      5   5   1 4           4 0 TURBO_MODE          (7-150-13)
NC7WZ16                          U10                              501   1      1   1   1 1           1 0 U10_1               (261-41-13)
NC7WZ16                          U10                              501   1      2   2   1 3           3 0 UART_RX             (261-32-13)
NC7WZ16                          U10                              501   1      3   3   1 6           6 0 UART_TX             (261-44-13)
NC7WZ16                          U10                              501   1      4   4   1 4           4 0 PS_MIO9             (261-35-13)
NC7WZ16                          U10                              501   2      1   1   2 5           5 0 3P3V                (76-222-13)
NC7WZ16                          U10                              501   2      1   1   3 2           2 0 GND                 (3-11-13)
NC7WZ16                          U11                              502   1      1   1   1 1           1 0 U12_1               (1182-9-13)
